,zipcode,STATE,STATEFIPS,N1,A00100,A02650,N02650,avg_gross_income,avg_total_income
11739,43016,OH,39,21550,2176540.0,2208534.0,21550,100999.53596287704,102484.17633410674
11740,43017,OH,39,20340,2737274.0,2787276.0,20340,134575.90953785644,137034.21828908555
11741,43019,OH,39,4090,230519.0,234204.0,4090,56361.61369193154,57262.59168704156
11742,43021,OH,39,6170,842176.0,855333.0,6170,136495.29983792544,138627.71474878443
11743,43022,OH,39,1170,79292.0,80465.0,1170,67770.94017094017,68773.50427350427
11744,43023,OH,39,5890,733908.0,746229.0,5890,124602.37691001697,126694.22750424448
11745,43025,OH,39,2900,190986.0,193087.0,2900,65857.24137931033,66581.72413793103
11746,43026,OH,39,31050,2472899.0,2502282.0,31050,79642.47987117553,80588.7922705314
11747,43028,OH,39,3450,210383.0,213238.0,3450,60980.57971014493,61808.115942028984
11748,43029,OH,39,260,12977.0,13221.0,260,49911.53846153846,50850.0
11749,43031,OH,39,6420,439351.0,445188.0,6420,68434.7352024922,69343.92523364486
11750,43035,OH,39,14050,1372856.0,1390676.0,14050,97712.17081850534,98980.49822064057
11751,43037,OH,39,180,7274.0,7304.0,180,40411.11111111111,40577.777777777774
11752,43040,OH,39,15660,1047329.0,1059942.0,15660,66879.24648786717,67684.67432950191
11753,43044,OH,39,2530,135487.0,137182.0,2530,53552.17391304347,54222.134387351776
11754,43045,OH,39,930,58992.0,59856.0,930,63432.25806451613,64361.290322580644
11755,43046,OH,39,1600,102681.0,104812.0,1600,64175.625,65507.49999999999
11756,43050,OH,39,13170,663762.0,672295.0,13170,50399.54441913439,51047.456340167046
11757,43054,OH,39,12780,2302503.0,2335097.0,12780,180164.55399061032,182714.94522691704
11758,43055,OH,39,28450,1333505.0,1347502.0,28450,46871.88049209138,47363.86643233743
11759,43056,OH,39,8720,468053.0,472420.0,8720,53675.80275229358,54176.60550458716
11760,43060,OH,39,1270,63232.0,63793.0,1270,49788.97637795276,50230.708661417324
11761,43061,OH,39,2170,176522.0,179058.0,2170,81346.54377880185,82515.20737327189
11762,43062,OH,39,14850,953608.0,963941.0,14850,64216.02693602694,64911.85185185185
11763,43064,OH,39,7050,654667.0,666000.0,7050,92860.56737588652,94468.08510638298
11764,43065,OH,39,20860,2727371.0,2777343.0,20860,130746.45254074784,133142.04218600193
11765,43066,OH,39,640,42568.0,43278.0,640,66512.5,67621.875
11766,43067,OH,39,800,46405.0,46874.0,800,58006.25,58592.5
11767,43068,OH,39,28620,1368210.0,1381120.0,28620,47806.079664570236,48257.16282320056
11768,43071,OH,39,1120,57169.0,57812.0,1120,51043.75,51617.85714285714
11769,43072,OH,39,2620,139581.0,141099.0,2620,53275.19083969466,53854.580152671755
11770,43074,OH,39,6620,528402.0,536285.0,6620,79819.0332326284,81009.81873111782
11771,43076,OH,39,4440,278854.0,282106.0,4440,62804.954954954956,63537.38738738739
11772,43078,OH,39,9640,475678.0,481353.0,9640,49344.19087136929,49932.88381742739
11773,43080,OH,39,2470,123740.0,125224.0,2470,50097.16599190283,50697.975708502025
11774,43081,OH,39,32030,2144382.0,2172630.0,32030,66949.17265064002,67831.09584764283
11775,43082,OH,39,16090,1993612.0,2025405.0,16090,123903.79117464264,125879.7389683033
11776,43084,OH,39,400,23782.0,24194.0,400,59455.0,60485.0
11777,43085,OH,39,13040,1154509.0,1173978.0,13040,88535.96625766871,90028.98773006134
11778,43102,OH,39,2140,119963.0,121429.0,2140,56057.476635514024,56742.52336448598
11779,43103,OH,39,5570,318567.0,321705.0,5570,57193.357271095156,57756.73249551167
11780,43105,OH,39,4150,275502.0,278723.0,4150,66386.02409638555,67162.16867469878
11781,43106,OH,39,720,33357.0,33845.0,720,46329.166666666664,47006.944444444445
11782,43107,OH,39,1470,73195.0,74020.0,1470,49792.51700680272,50353.74149659864
11783,43110,OH,39,19260,1094928.0,1108632.0,19260,56849.844236760124,57561.3707165109
11784,43112,OH,39,2420,177487.0,180051.0,2420,73341.73553719009,74401.23966942148
11785,43113,OH,39,10910,577734.0,584759.0,10910,52954.537121906505,53598.441796516956
11786,43115,OH,39,560,26886.0,27131.0,560,48010.71428571428,48448.21428571428
11787,43116,OH,39,1100,76360.0,76995.0,1100,69418.18181818182,69995.45454545454
11788,43119,OH,39,14710,790578.0,799080.0,14710,53744.25560842964,54322.22977566281
11789,43123,OH,39,33100,1997501.0,2019042.0,33100,60347.462235649546,60998.24773413897
11790,43125,OH,39,7150,365134.0,368703.0,7150,51067.692307692305,51566.85314685315
11791,43128,OH,39,1090,44740.0,45105.0,1090,41045.87155963303,41380.73394495413
11792,43130,OH,39,27420,1422644.0,1439656.0,27420,51883.44274252371,52503.865791393146
11793,43135,OH,39,1870,91560.0,92280.0,1870,48962.566844919784,49347.5935828877
11794,43136,OH,39,830,52957.0,53497.0,830,63803.614457831325,64454.216867469884
11795,43137,OH,39,1190,60515.0,61474.0,1190,50852.94117647059,51658.82352941176
11796,43138,OH,39,7990,357560.0,361335.0,7990,44750.938673341676,45223.40425531915
11797,43140,OH,39,9560,546940.0,554008.0,9560,57211.29707112971,57950.62761506277
11798,43143,OH,39,2820,149632.0,151305.0,2820,53060.99290780142,53654.255319148935
11799,43145,OH,39,860,42721.0,43225.0,860,49675.58139534883,50261.62790697674
11800,43146,OH,39,4440,285032.0,288070.0,4440,64196.3963963964,64880.630630630636
11801,43147,OH,39,20930,1675832.0,1695215.0,20930,80068.41853798376,80994.50549450549
11802,43148,OH,39,1020,53622.0,54290.0,1020,52570.58823529412,53225.490196078434
11803,43149,OH,39,1140,62823.0,63522.0,1140,55107.89473684211,55721.05263157895
11804,43150,OH,39,1060,56581.0,57292.0,1060,53378.30188679245,54049.056603773584
11805,43152,OH,39,400,16210.0,16332.0,400,40525.0,40830.0
11806,43153,OH,39,430,19859.0,20178.0,430,46183.72093023256,46925.58139534883
11807,43154,OH,39,1490,83975.0,85110.0,1490,56359.06040268456,57120.80536912752
11808,43155,OH,39,1180,68917.0,69742.0,1180,58404.23728813559,59103.38983050847
11809,43160,OH,39,10280,458384.0,464838.0,10280,44589.88326848249,45217.704280155645
11810,43162,OH,39,3500,191501.0,193021.0,3500,54714.571428571435,55148.857142857145
11811,43164,OH,39,1060,52647.0,53300.0,1060,49666.98113207547,50283.018867924526
11812,43201,OH,39,12440,596769.0,606919.0,12440,47971.7845659164,48787.700964630225
11813,43202,OH,39,10380,478445.0,486168.0,10380,46092.96724470135,46836.99421965318
11814,43203,OH,39,3570,123315.0,124860.0,3570,34542.01680672269,34974.78991596639
11815,43204,OH,39,19380,776268.0,785166.0,19380,40055.108359133126,40514.24148606811
11816,43205,OH,39,5830,224949.0,228381.0,5830,38584.73413379074,39173.413379073754
11817,43206,OH,39,11730,800577.0,813681.0,11730,68250.38363171356,69367.51918158568
11818,43207,OH,39,21520,785030.0,791204.0,21520,36479.089219330854,36765.98513011153
11819,43209,OH,39,13380,1378845.0,1405901.0,13380,103052.69058295964,105074.81315396113
11820,43210,OH,39,440,7930.0,8016.0,440,18022.727272727272,18218.18181818182
11821,43211,OH,39,8890,215341.0,217031.0,8890,24222.834645669293,24412.935883014623
11822,43212,OH,39,12730,1071482.0,1092277.0,12730,84169.83503534956,85803.37784760408
11823,43213,OH,39,17200,696740.0,702825.0,17200,40508.13953488372,40861.91860465117
11824,43214,OH,39,14850,1106753.0,1125002.0,14850,74528.82154882155,75757.71043771044
11825,43215,OH,39,9590,1142742.0,1160705.0,9590,119159.74973931178,121032.84671532846
11826,43217,OH,39,1050,32296.0,32483.0,1050,30758.095238095237,30936.190476190477
11827,43219,OH,39,13580,519944.0,524783.0,13580,38287.481590574374,38643.81443298969
11828,43220,OH,39,14510,1620415.0,1647370.0,14510,111675.74086836664,113533.42522398346
11829,43221,OH,39,17430,2298218.0,2337590.0,17430,131854.15949512334,134113.0235226621
11830,43222,OH,39,1540,38008.0,38464.0,1540,24680.519480519477,24976.623376623374
11831,43223,OH,39,10600,321316.0,323945.0,10600,30312.830188679247,30560.849056603776
11832,43224,OH,39,20710,661400.0,668158.0,20710,31936.262675036214,32262.5784645099
11833,43227,OH,39,12000,370612.0,373390.0,12000,30884.333333333336,31115.833333333336
11834,43228,OH,39,26660,1072246.0,1083263.0,26660,40219.279819954994,40632.52063015754
11835,43229,OH,39,26060,959249.0,968545.0,26060,36809.24788948581,37165.963161934
11836,43230,OH,39,30070,2038972.0,2067727.0,30060,67807.5157964749,68763.78450282673
11837,43231,OH,39,10710,452306.0,457016.0,10710,42232.119514472455,42671.8954248366
11838,43232,OH,39,21770,724783.0,730689.0,21770,33292.74230592559,33564.03307303629
11839,43235,OH,39,22650,1799183.0,1827853.0,22650,79434.12803532009,80699.91169977924
11840,43240,OH,39,3220,214751.0,217124.0,3220,66692.85714285713,67429.81366459627
11841,43302,OH,39,22020,988543.0,998407.0,22020,44892.96094459582,45340.91734786558
11842,43310,OH,39,1600,90778.0,92046.0,1600,56736.25,57528.75
11843,43311,OH,39,9480,482375.0,488175.0,9480,50883.4388185654,51495.25316455696
11844,43314,OH,39,1420,71517.0,72181.0,1420,50364.08450704225,50831.69014084507
11845,43315,OH,39,3280,161744.0,163392.0,3280,49312.19512195122,49814.634146341465
11846,43316,OH,39,2940,160076.0,161986.0,2940,54447.61904761905,55097.27891156463
11847,43318,OH,39,1600,79300.0,80174.0,1600,49562.5,50108.75
11848,43319,OH,39,560,37985.0,38260.0,560,67830.35714285714,68321.42857142857
11849,43320,OH,39,680,31595.0,31862.0,680,46463.23529411764,46855.88235294118
11850,43321,OH,39,120,4203.0,4203.0,120,35025.0,35025.0
11851,43323,OH,39,310,16989.0,17200.0,310,54803.22580645161,55483.87096774194
11852,43324,OH,39,1440,94757.0,96096.0,1440,65803.47222222222,66733.33333333333
11853,43326,OH,39,5750,259547.0,262740.0,5750,45138.608695652176,45693.913043478264
11854,43331,OH,39,2110,98368.0,99618.0,2110,46619.90521327015,47212.32227488152
11855,43332,OH,39,940,45988.0,46592.0,940,48923.40425531915,49565.95744680851
11856,43333,OH,39,410,19345.0,19655.0,410,47182.92682926829,47939.0243902439
11857,43334,OH,39,3060,164144.0,166417.0,3060,53641.83006535948,54384.64052287582
11858,43337,OH,39,520,27051.0,27349.0,520,52021.153846153844,52594.230769230766
11859,43338,OH,39,4750,247154.0,250172.0,4750,52032.42105263158,52667.789473684206
11860,43340,OH,39,680,31381.0,31701.0,680,46148.529411764706,46619.117647058825
11861,43341,OH,39,420,19758.0,19899.0,420,47042.857142857145,47378.57142857143
11862,43342,OH,39,1680,98846.0,99946.0,1680,58836.90476190476,59491.666666666664
11863,43343,OH,39,610,28347.0,28554.0,610,46470.49180327869,46809.83606557377
11864,43344,OH,39,2700,142815.0,144839.0,2700,52894.444444444445,53644.07407407407
11865,43345,OH,39,430,22799.0,23082.0,430,53020.93023255814,53679.06976744186
11866,43347,OH,39,710,35131.0,35429.0,710,49480.281690140844,49900.0
11867,43348,OH,39,960,45966.0,46477.0,960,47881.25,48413.541666666664
11868,43351,OH,39,5070,264651.0,268766.0,5070,52199.408284023666,53011.04536489151
11869,43356,OH,39,580,40839.0,41197.0,580,70412.06896551723,71029.3103448276
11870,43357,OH,39,2370,134260.0,136453.0,2370,56649.78902953587,57575.10548523207
11871,43358,OH,39,1220,63744.0,64487.0,1220,52249.180327868846,52858.19672131147
11872,43359,OH,39,370,17331.0,17592.0,370,46840.54054054054,47545.94594594595
11873,43360,OH,39,890,53260.0,53838.0,890,59842.69662921348,60492.13483146067
11874,43402,OH,39,14120,809123.0,821505.0,14120,57303.32861189802,58180.240793201134
11875,43406,OH,39,820,36162.0,36503.0,820,44100.0,44515.85365853659
11876,43407,OH,39,300,14942.0,15238.0,300,49806.666666666664,50793.333333333336
11877,43410,OH,39,5140,246548.0,248940.0,5140,47966.53696498054,48431.90661478599
11878,43412,OH,39,2200,147204.0,149344.0,2200,66910.90909090909,67883.63636363637
11879,43413,OH,39,710,37745.0,38283.0,710,53161.97183098591,53919.718309859156
11880,43416,OH,39,1480,86263.0,87800.0,1480,58285.810810810806,59324.32432432432
11881,43420,OH,39,14980,720731.0,729268.0,14980,48112.88384512684,48682.777036048064
11882,43430,OH,39,2390,129711.0,130983.0,2390,54272.384937238494,54804.60251046025
11883,43431,OH,39,2320,122555.0,123643.0,2320,52825.43103448276,53294.39655172414
11884,43432,OH,39,740,45823.0,46354.0,740,61922.97297297297,62640.54054054054
11885,43435,OH,39,730,35471.0,35806.0,730,48590.41095890411,49049.31506849315
11886,43440,OH,39,2670,171776.0,174388.0,2670,64335.580524344565,65313.85767790262
11887,43442,OH,39,530,25375.0,25843.0,530,47877.35849056604,48760.377358490565
11888,43443,OH,39,940,56155.0,56671.0,940,59739.36170212766,60288.29787234042
11889,43445,OH,39,610,36090.0,36533.0,610,59163.93442622951,59890.16393442623
11890,43447,OH,39,1790,103360.0,104277.0,1790,57743.01675977654,58255.307262569826
11891,43449,OH,39,4230,231567.0,234780.0,4230,54743.97163120568,55503.54609929078
11892,43450,OH,39,1840,114607.0,116369.0,1840,62286.413043478264,63244.02173913043
11893,43451,OH,39,600,31211.0,31601.0,600,52018.33333333333,52668.333333333336
11894,43452,OH,39,7330,455727.0,464302.0,7330,62172.85129604366,63342.70122783083
11895,43457,OH,39,760,33903.0,34213.0,760,44609.210526315794,45017.10526315789
11896,43460,OH,39,3360,186377.0,188061.0,3360,55469.34523809524,55970.53571428572
11897,43462,OH,39,570,27367.0,27537.0,570,48012.28070175438,48310.52631578947
11898,43464,OH,39,670,28741.0,29028.0,670,42897.014925373136,43325.37313432836
11899,43465,OH,39,2910,141897.0,143108.0,2910,48761.8556701031,49178.00687285224
11900,43466,OH,39,1040,54874.0,55552.0,1040,52763.46153846154,53415.38461538462
11901,43469,OH,39,1610,96188.0,97372.0,1610,59744.09937888199,60479.50310559006
11902,43501,OH,39,370,15542.0,15709.0,370,42005.40540540541,42456.75675675675
11903,43502,OH,39,3660,226829.0,230797.0,3660,61975.13661202186,63059.289617486334
11904,43504,OH,39,540,38499.0,39178.0,540,71294.44444444445,72551.85185185185
11905,43506,OH,39,7620,387994.0,392695.0,7620,50917.84776902887,51534.77690288714
11906,43511,OH,39,420,21367.0,21804.0,420,50873.80952380953,51914.28571428571
11907,43512,OH,39,14010,746111.0,755511.0,14010,53255.60314061385,53926.552462526764
11908,43515,OH,39,4030,208638.0,211585.0,4030,51771.2158808933,52502.48138957816
11909,43516,OH,39,1340,67349.0,69016.0,1340,50260.44776119403,51504.477611940296
11910,43517,OH,39,1730,89876.0,91169.0,1730,51951.4450867052,52698.84393063584
11911,43518,OH,39,1220,59335.0,60009.0,1220,48635.24590163934,49187.70491803279
11912,43521,OH,39,1340,60450.0,61285.0,1340,45111.94029850746,45735.07462686567
11913,43522,OH,39,1670,101911.0,103388.0,1670,61024.55089820359,61908.982035928144
11914,43524,OH,39,630,33066.0,33618.0,630,52485.71428571429,53361.90476190476
11915,43525,OH,39,570,34570.0,34965.0,570,60649.12280701754,61342.1052631579
11916,43526,OH,39,2850,140391.0,142329.0,2850,49260.0,49940.0
11917,43527,OH,39,1110,54523.0,55145.0,1110,49119.819819819815,49680.18018018018
11918,43528,OH,39,8230,676701.0,686270.0,8230,82223.69380315919,83386.39125151883
11919,43532,OH,39,1930,102301.0,103370.0,1930,53005.69948186528,53559.58549222798
11920,43533,OH,39,770,39833.0,40559.0,770,51731.16883116883,52674.02597402597
11921,43534,OH,39,850,37852.0,38285.0,840,44531.76470588235,45041.17647058823
11922,43535,OH,39,370,18834.0,19145.0,370,50902.70270270271,51743.24324324324
11923,43536,OH,39,200,8173.0,8229.0,200,40865.0,41145.0
11924,43537,OH,39,15280,1175482.0,1194233.0,15280,76929.4502617801,78156.60994764398
11925,43540,OH,39,700,40300.0,40805.0,700,57571.42857142857,58292.857142857145
11926,43542,OH,39,1960,215480.0,219501.0,1960,109938.77551020408,111990.30612244898
11927,43543,OH,39,3670,163820.0,165644.0,3670,44637.60217983651,45134.60490463216
11928,43545,OH,39,7100,405942.0,413659.0,7100,57174.92957746479,58261.8309859155
11929,43548,OH,39,340,18490.0,18783.0,340,54382.35294117647,55244.117647058825
11930,43549,OH,39,660,31928.0,32191.0,660,48375.757575757576,48774.242424242424
11931,43551,OH,39,20540,1765487.0,1795128.0,20540,85953.60272638753,87396.6893865628
11932,43554,OH,39,1200,56878.0,57486.0,1200,47398.333333333336,47905.0
11933,43556,OH,39,860,39430.0,40078.0,860,45848.83720930232,46602.32558139535
11934,43557,OH,39,1320,63972.0,64973.0,1320,48463.63636363636,49221.969696969696
11935,43558,OH,39,6740,397144.0,402487.0,6740,58923.44213649852,59716.172106824924
11936,43560,OH,39,16550,1555544.0,1584777.0,16550,93990.57401812689,95756.91842900302
11937,43566,OH,39,4110,307577.0,312107.0,4110,74836.25304136252,75938.44282238443
11938,43567,OH,39,6470,332480.0,337609.0,6470,51387.944358578054,52180.6800618238
11939,43569,OH,39,1290,61546.0,62261.0,1290,47710.07751937985,48264.34108527132
11940,43570,OH,39,1560,71625.0,72508.0,1560,45913.46153846154,46479.48717948718
11941,43571,OH,39,3760,308865.0,313971.0,3760,82144.94680851063,83502.9255319149
11942,43604,OH,39,2920,104792.0,106576.0,2920,35887.67123287671,36498.6301369863
11943,43605,OH,39,9650,267095.0,268643.0,9650,27678.23834196891,27838.65284974093
11944,43606,OH,39,10390,614026.0,625569.0,10390,59097.78633301251,60208.75842155919
11945,43607,OH,39,8270,246464.0,248515.0,8270,29802.17654171705,30050.18137847642
11946,43608,OH,39,4920,128109.0,128797.0,4920,26038.414634146342,26178.252032520326
11947,43609,OH,39,8190,234056.0,235763.0,8190,28578.266178266178,28786.691086691084
11948,43610,OH,39,1820,55817.0,56264.0,1820,30668.68131868132,30914.285714285714
11949,43611,OH,39,8780,394727.0,397914.0,8780,44957.51708428246,45320.50113895217
11950,43612,OH,39,13400,481066.0,484512.0,13400,35900.44776119403,36157.611940298506
11951,43613,OH,39,15720,670383.0,676671.0,15720,42645.22900763359,43045.229007633585
11952,43614,OH,39,15280,747218.0,755792.0,15280,48901.70157068063,49462.82722513089
11953,43615,OH,39,19330,1049588.0,1063797.0,19330,54298.396275219864,55033.47128815313
11954,43616,OH,39,10530,592390.0,598642.0,10530,56257.35992402659,56851.09211775878
11955,43617,OH,39,3760,351925.0,358756.0,3760,93597.0744680851,95413.82978723403
11956,43619,OH,39,3760,207818.0,209682.0,3760,55270.744680851065,55766.48936170213
11957,43620,OH,39,1860,63891.0,64761.0,1860,34350.0,34817.74193548387
11958,43623,OH,39,10320,664730.0,675728.0,10320,64411.821705426366,65477.51937984496
11959,43701,OH,39,25060,1195513.0,1208650.0,25060,47706.0255387071,48230.24740622506
11960,43713,OH,39,3300,182568.0,184296.0,3300,55323.63636363636,55847.27272727272
11961,43716,OH,39,800,58513.0,58902.0,800,73141.25,73627.5
11962,43718,OH,39,1530,140309.0,141325.0,1530,91705.22875816993,92369.28104575163
11963,43719,OH,39,1050,69574.0,70171.0,1050,66260.95238095238,66829.5238095238
11964,43720,OH,39,590,25474.0,25644.0,590,43176.27118644068,43464.40677966102
11965,43723,OH,39,2310,91074.0,91738.0,2310,39425.97402597403,39713.419913419915
11966,43724,OH,39,2870,140381.0,141848.0,2870,48913.24041811847,49424.39024390244
11967,43725,OH,39,9040,436043.0,440476.0,9040,48234.84513274336,48725.22123893805
11968,43727,OH,39,700,32474.0,32800.0,700,46391.42857142857,46857.142857142855
11969,43728,OH,39,470,19749.0,19880.0,470,42019.14893617021,42297.872340425536
11970,43730,OH,39,930,40885.0,41129.0,930,43962.36559139785,44224.7311827957
11971,43731,OH,39,2230,87548.0,88066.0,2230,39259.192825112106,39491.4798206278
11972,43732,OH,39,760,35325.0,35566.0,760,46480.26315789474,46797.36842105263
11973,43734,OH,39,630,30396.0,30615.0,630,48247.619047619046,48595.23809523809
11974,43739,OH,39,1030,55094.0,55671.0,1030,53489.320388349515,54049.51456310679
11975,43746,OH,39,600,31149.0,31362.0,600,51915.0,52270.0
11976,43747,OH,39,450,25683.0,25763.0,450,57073.33333333333,57251.11111111111
11977,43748,OH,39,1170,51409.0,51828.0,1170,43939.31623931624,44297.4358974359
11978,43749,OH,39,1020,44235.0,44526.0,1020,43367.64705882353,43652.941176470595
11979,43754,OH,39,640,40726.0,40916.0,640,63634.375,63931.25
11980,43755,OH,39,790,42151.0,42438.0,790,53355.696202531646,53718.98734177215
11981,43756,OH,39,2140,97046.0,97985.0,2140,45348.59813084112,45787.38317757009
11982,43758,OH,39,1370,58420.0,58821.0,1370,42642.335766423355,42935.03649635037
11983,43760,OH,39,820,39143.0,39505.0,820,47735.365853658535,48176.829268292684
11984,43762,OH,39,2080,117871.0,119353.0,2080,56668.75,57381.25
11985,43764,OH,39,3430,140826.0,142050.0,3430,41057.142857142855,41413.994169096215
11986,43766,OH,39,610,23647.0,23754.0,610,38765.57377049181,38940.983606557376
11987,43767,OH,39,700,40846.0,41289.0,700,58351.42857142857,58984.28571428571
11988,43771,OH,39,830,34010.0,34288.0,830,40975.903614457835,41310.843373493975
11989,43772,OH,39,900,39689.0,39976.0,900,44098.88888888888,44417.77777777778
11990,43773,OH,39,1250,79994.0,80431.0,1250,63995.2,64344.8
11991,43777,OH,39,1820,71692.0,72202.0,1820,39391.20879120879,39671.42857142857
11992,43778,OH,39,600,34971.0,35190.0,600,58285.0,58650.0
11993,43779,OH,39,420,23974.0,24112.0,420,57080.95238095238,57409.52380952381
11994,43780,OH,39,1070,60902.0,61436.0,1070,56917.75700934579,57416.82242990654
11995,43782,OH,39,330,12135.0,12180.0,330,36772.72727272727,36909.090909090904
11996,43783,OH,39,2130,107767.0,108999.0,2130,50594.835680751174,51173.23943661972
11997,43787,OH,39,1220,50716.0,51200.0,1220,41570.49180327869,41967.21311475409
11998,43788,OH,39,370,22225.0,22302.0,370,60067.56756756757,60275.67567567568
11999,43793,OH,39,2170,130384.0,131540.0,2170,60084.79262672811,60617.511520737324
12000,43802,OH,39,470,21281.0,21459.0,470,45278.72340425532,45657.44680851064
12001,43804,OH,39,1710,73360.0,74358.0,1710,42900.584795321636,43484.210526315794
12002,43811,OH,39,370,15720.0,15783.0,370,42486.48648648649,42656.75675675675
12003,43812,OH,39,8390,376388.0,381179.0,8390,44861.50178784267,45432.538736591174
12004,43821,OH,39,2050,102640.0,103633.0,2050,50068.29268292683,50552.68292682927
12005,43822,OH,39,2180,103283.0,104205.0,2180,47377.522935779816,47800.45871559633
12006,43824,OH,39,1680,74480.0,75579.0,1680,44333.333333333336,44987.5
12007,43830,OH,39,3070,184886.0,187192.0,3070,60223.45276872964,60974.592833876224
12008,43832,OH,39,3150,132928.0,134441.0,3150,42199.36507936508,42679.68253968254
12009,43837,OH,39,790,37009.0,37415.0,790,46846.83544303798,47360.759493670885
12010,43840,OH,39,590,29905.0,30291.0,590,50686.4406779661,51340.67796610169
12011,43843,OH,39,500,23180.0,23414.0,500,46360.0,46828.0
12012,43844,OH,39,1720,78379.0,79172.0,1720,45569.186046511626,46030.232558139534
12013,43845,OH,39,2160,95483.0,96257.0,2160,44205.09259259259,44563.42592592593
12014,43901,OH,39,990,56046.0,56455.0,990,56612.12121212121,57025.25252525252
12015,43903,OH,39,790,39222.0,39472.0,790,49648.101265822785,49964.55696202532
12016,43906,OH,39,3500,162200.0,163400.0,3500,46342.857142857145,46685.71428571428
12017,43907,OH,39,2360,137994.0,139188.0,2360,58472.03389830508,58977.96610169492
12018,43908,OH,39,570,30734.0,30910.0,570,53919.29824561404,54228.070175438595
12019,43910,OH,39,1720,97455.0,98409.0,1720,56659.88372093023,57214.53488372093
12020,43912,OH,39,2930,135715.0,136793.0,2930,46319.11262798635,46687.03071672355
12021,43913,OH,39,640,26187.0,26289.0,640,40917.1875,41076.5625
12022,43915,OH,39,660,53709.0,54127.0,660,81377.27272727272,82010.60606060606
12023,43917,OH,39,1270,70899.0,71320.0,1270,55825.984251968504,56157.48031496063
12024,43920,OH,39,9630,429005.0,433119.0,9630,44548.80581516095,44976.01246105919
12025,43930,OH,39,390,18778.0,18826.0,390,48148.71794871795,48271.794871794875
12026,43932,OH,39,390,20301.0,20364.0,390,52053.84615384615,52215.38461538462
12027,43933,OH,39,880,60829.0,61137.0,880,69123.86363636363,69473.86363636363
12028,43935,OH,39,3780,163811.0,165349.0,3780,43336.24338624339,43743.12169312169
12029,43938,OH,39,2380,104392.0,105165.0,2380,43862.18487394958,44186.97478991596
12030,43942,OH,39,1050,66863.0,67473.0,1050,63679.04761904762,64260.00000000001
12031,43943,OH,39,1640,96943.0,97400.0,1640,59111.58536585366,59390.243902439026
12032,43944,OH,39,1240,67226.0,68034.0,1240,54214.51612903226,54866.12903225807
12033,43945,OH,39,1240,54290.0,54716.0,1240,43782.25806451613,44125.8064516129
12034,43946,OH,39,820,53809.0,54310.0,820,65620.73170731707,66231.70731707317
12035,43947,OH,39,2450,129212.0,130182.0,2450,52739.5918367347,53135.510204081635
12036,43950,OH,39,6840,521276.0,527885.0,6840,76209.94152046784,77176.16959064327
12037,43952,OH,39,7130,307899.0,311089.0,7130,43183.590462833105,43630.995792426365
12038,43953,OH,39,5520,328035.0,331980.0,5520,59426.63043478261,60141.30434782609
12039,43963,OH,39,650,26438.0,26647.0,650,40673.846153846156,40995.38461538462
12040,43964,OH,39,4350,208252.0,209768.0,4350,47874.02298850575,48222.52873563218
12041,43968,OH,39,3000,126245.0,127145.0,3000,42081.666666666664,42381.666666666664
12042,43971,OH,39,520,21316.0,21399.0,520,40992.30769230769,41151.92307692308
12043,43973,OH,39,790,44481.0,44788.0,790,56305.06329113924,56693.670886075946
12044,43976,OH,39,680,37968.0,38184.0,680,55835.294117647056,56152.941176470595
12045,43977,OH,39,980,49138.0,49588.0,980,50140.816326530614,50600.0
12046,43983,OH,39,220,10210.0,10254.0,220,46409.090909090904,46609.09090909091
12047,43986,OH,39,810,39117.0,39451.0,810,48292.59259259259,48704.93827160494
12048,43988,OH,39,1000,51130.0,51609.0,1000,51130.0,51609.0
12049,44001,OH,39,11190,692039.0,699330.0,11190,61844.414655942805,62495.97855227882
12050,44003,OH,39,1850,78097.0,79046.0,1850,42214.59459459459,42727.56756756757
12051,44004,OH,39,13920,626569.0,633096.0,13920,45012.1408045977,45481.03448275862
12052,44010,OH,39,840,61617.0,62189.0,840,73353.57142857143,74034.5238095238
12053,44011,OH,39,11500,1206857.0,1225730.0,11500,104944.08695652174,106585.21739130435
12054,44012,OH,39,12660,1305730.0,1325313.0,12660,103138.23064770932,104685.0710900474
12055,44017,OH,39,9060,501792.0,507191.0,9060,55385.43046357616,55981.34657836645
12056,44021,OH,39,2910,167809.0,170266.0,2910,57666.32302405498,58510.6529209622
12057,44022,OH,39,8650,2137741.0,2178522.0,8650,247137.68786127167,251852.2543352601
12058,44023,OH,39,9630,1389153.0,1417361.0,9630,144252.64797507788,147181.82762201453
12059,44024,OH,39,12130,961799.0,978188.0,12130,79290.9315746084,80642.04451772466
12060,44026,OH,39,6020,517879.0,527695.0,6020,86026.41196013289,87656.97674418606
12061,44028,OH,39,4850,346670.0,352650.0,4850,71478.35051546391,72711.34020618557
12062,44030,OH,39,6430,273705.0,276578.0,6430,42566.87402799378,43013.68584758942
12063,44032,OH,39,670,27547.0,27877.0,670,41114.92537313433,41607.46268656717
12064,44035,OH,39,30460,1300255.0,1310847.0,30460,42687.29481286934,43035.02954694682
12065,44039,OH,39,17890,1138255.0,1150200.0,17890,63625.20961430967,64292.90106204584
12066,44040,OH,39,1660,592415.0,600960.0,1660,356876.5060240964,362024.0963855422
12067,44041,OH,39,6840,312630.0,316034.0,6840,45706.14035087719,46203.80116959064
12068,44044,OH,39,6310,396808.0,401619.0,6310,62885.57844690967,63648.01901743264
