,zipcode,STATE,STATEFIPS,N1,A00100,A02650,N02650,avg_gross_income,avg_total_income
0,01001,MA,25,9060,529890.0,535877.0,9060,58486.75496688742,59147.57174392936
1,01002,MA,25,9530,854749.0,872920.0,9530,89690.34627492129,91597.06190975865
2,01005,MA,25,2400,142207.0,143893.0,2400,59252.916666666664,59955.416666666664
3,01007,MA,25,7630,565653.0,573583.0,7630,74135.38663171692,75174.70511140236
4,01008,MA,25,650,42714.0,43167.0,650,65713.84615384614,66410.76923076923
5,01010,MA,25,1930,150965.0,153491.0,1930,78220.20725388602,79529.01554404145
6,01011,MA,25,620,34577.0,34838.0,620,55769.354838709674,56190.32258064516
7,01012,MA,25,350,23452.0,23757.0,350,67005.71428571429,67877.14285714286
8,01013,MA,25,10710,440974.0,444246.0,10710,41174.04295051354,41479.55182072829
9,01020,MA,25,15200,741209.0,747621.0,15200,48763.75,49185.59210526315
10,01022,MA,25,1150,52050.0,52453.0,1150,45260.86956521739,45611.30434782609
11,01026,MA,25,510,29506.0,30038.0,510,57854.90196078431,58898.03921568627
12,01027,MA,25,9820,604991.0,614254.0,9820,61608.04480651731,62551.32382892058
13,01028,MA,25,8340,776620.0,788115.0,8340,93119.9040767386,94498.20143884892
14,01030,MA,25,6070,394935.0,399687.0,6070,65063.426688632615,65846.29324546953
15,01031,MA,25,540,25953.0,26250.0,540,48061.11111111111,48611.11111111112
16,01032,MA,25,280,15574.0,15783.0,280,55621.42857142857,56367.85714285714
17,01033,MA,25,3280,225497.0,229084.0,3280,68749.08536585367,69842.68292682926
18,01034,MA,25,1040,73859.0,75040.0,1040,71018.26923076923,72153.84615384616
19,01035,MA,25,2750,203681.0,207500.0,2750,74065.81818181819,75454.54545454546
20,01036,MA,25,2660,228140.0,231416.0,2660,85766.91729323308,86998.4962406015
21,01038,MA,25,1330,100845.0,102493.0,1330,75823.30827067669,77062.40601503759
22,01039,MA,25,770,60205.0,61524.0,770,78188.31168831169,79901.2987012987
23,01040,MA,25,16740,739707.0,748238.0,16740,44187.99283154122,44697.61051373955
24,01050,MA,25,1270,75154.0,76115.0,1270,59176.37795275591,59933.07086614173
25,01053,MA,25,920,66714.0,68348.0,920,72515.21739130435,74291.30434782608
26,01054,MA,25,960,98669.0,100412.0,960,102780.20833333333,104595.83333333333
27,01056,MA,25,10540,653139.0,660572.0,10540,61967.64705882353,62672.865275142314
28,01057,MA,25,4280,284113.0,288252.0,4280,66381.54205607476,67348.59813084113
29,01060,MA,25,7420,565189.0,578716.0,7420,76171.02425876011,77994.07008086253
30,01062,MA,25,5580,467341.0,477323.0,5580,83752.86738351255,85541.75627240143
31,01068,MA,25,960,68434.0,69338.0,960,71285.41666666666,72227.08333333334
32,01069,MA,25,4110,241493.0,244483.0,4110,58757.42092457421,59484.914841849146
33,01070,MA,25,320,16812.0,17089.0,320,52537.5,53403.125
34,01071,MA,25,830,48792.0,49279.0,830,58785.5421686747,59372.28915662651
35,01072,MA,25,760,53334.0,54665.0,760,70176.3157894737,71927.63157894737
36,01073,MA,25,3320,274267.0,278660.0,3320,82610.5421686747,83933.73493975903
37,01075,MA,25,8630,627459.0,636097.0,8630,72706.72074159907,73707.64774044033
38,01077,MA,25,5050,382220.0,387490.0,5050,75687.12871287129,76730.69306930694
39,01080,MA,25,1160,51628.0,52081.0,1160,44506.89655172414,44897.41379310345
40,01081,MA,25,830,47720.0,48085.0,830,57493.97590361445,57933.73493975904
41,01082,MA,25,5060,268355.0,271039.0,5060,53034.58498023716,53565.01976284585
42,01085,MA,25,19230,1233634.0,1248962.0,19230,64151.53406136246,64948.6219448778
43,01088,MA,25,330,19661.0,19897.0,330,59578.78787878788,60293.9393939394
44,01089,MA,25,14060,836687.0,846280.0,14060,59508.32147937411,60190.61166429587
45,01095,MA,25,7400,769767.0,781693.0,7400,104022.56756756756,105634.18918918919
46,01096,MA,25,1290,98608.0,100620.0,1290,76440.31007751939,78000.0
47,01098,MA,25,630,40268.0,41084.0,630,63917.46031746032,65212.69841269842
48,01103,MA,25,1060,42857.0,43378.0,1060,40431.1320754717,40922.64150943397
49,01104,MA,25,10500,367135.0,369243.0,10500,34965.23809523809,35166.0
50,01105,MA,25,4030,100296.0,100814.0,4030,24887.344913151363,25015.880893300247
51,01106,MA,25,7570,1272091.0,1293824.0,7570,168043.7252311757,170914.66314398943
52,01107,MA,25,4010,129515.0,130558.0,4010,32298.00498753117,32558.104738154612
53,01108,MA,25,11790,428308.0,432198.0,11790,36328.07463952502,36658.01526717557
54,01109,MA,25,11810,379824.0,382127.0,11810,32161.219305673156,32356.223539373408
55,01118,MA,25,7430,381261.0,384686.0,7430,51313.72812920592,51774.69717362046
56,01119,MA,25,6080,265645.0,267596.0,6080,43691.61184210526,44012.5
57,01128,MA,25,1460,86156.0,87043.0,1460,59010.95890410958,59618.49315068493
58,01129,MA,25,3760,189196.0,190581.0,3760,50318.08510638298,50686.436170212764
59,01151,MA,25,4070,138818.0,139712.0,4070,34107.616707616704,34327.27272727273
60,01201,MA,25,22260,1222736.0,1239702.0,22260,54929.739442946986,55691.91374663072
61,01220,MA,25,4330,211186.0,213407.0,4330,48772.74826789839,49285.681293302536
62,01222,MA,25,410,21181.0,21631.0,410,51660.975609756104,52758.53658536585
63,01223,MA,25,1130,75415.0,76879.0,1130,66738.93805309734,68034.51327433628
64,01225,MA,25,1700,103584.0,104894.0,1700,60931.76470588235,61702.35294117647
65,01226,MA,25,3280,219915.0,223167.0,3280,67047.25609756098,68038.71951219511
66,01230,MA,25,3800,306514.0,314966.0,3800,80661.57894736843,82885.78947368421
67,01235,MA,25,1510,96977.0,98249.0,1510,64223.17880794702,65065.562913907284
68,01236,MA,25,860,47967.0,49244.0,860,55775.58139534884,57260.46511627907
69,01237,MA,25,1590,103703.0,105540.0,1590,65222.012578616355,66377.35849056604
70,01238,MA,25,3090,181954.0,185035.0,3090,58884.78964401295,59881.877022653716
71,01240,MA,25,2490,267773.0,272898.0,2490,107539.35742971888,109597.59036144578
72,01245,MA,25,410,31255.0,32229.0,410,76231.70731707317,78607.31707317074
73,01247,MA,25,6800,297178.0,300282.0,6800,43702.64705882353,44159.11764705882
74,01253,MA,25,450,29990.0,30587.0,450,66644.44444444445,67971.11111111111
75,01254,MA,25,600,84685.0,86785.0,600,141141.6666666667,144641.6666666667
76,01255,MA,25,350,21631.0,21997.0,350,61802.857142857145,62848.57142857143
77,01256,MA,25,360,19240.0,19404.0,360,53444.444444444445,53900.0
78,01257,MA,25,1290,94888.0,97474.0,1290,73556.58914728682,75561.24031007753
79,01258,MA,25,390,33761.0,34676.0,390,86566.66666666666,88912.82051282052
80,01259,MA,25,220,15418.0,15785.0,220,70081.81818181818,71750.0
81,01266,MA,25,720,71711.0,73865.0,720,99598.61111111111,102590.27777777777
82,01267,MA,25,2930,299549.0,305237.0,2930,102235.15358361775,104176.4505119454
83,01270,MA,25,400,26824.0,27152.0,400,67060.0,67880.0
84,01301,MA,25,8400,433899.0,440876.0,8400,51654.64285714286,52485.2380952381
85,01330,MA,25,770,53549.0,54880.0,770,69544.15584415584,71272.72727272726
86,01331,MA,25,6380,312522.0,315848.0,6380,48984.639498432596,49505.95611285266
87,01337,MA,25,1350,85974.0,87225.0,1350,63684.444444444445,64611.11111111112
88,01338,MA,25,130,7653.0,7719.0,130,58869.230769230766,59376.92307692308
89,01339,MA,25,720,38426.0,39197.0,720,53369.444444444445,54440.27777777778
90,01340,MA,25,900,46426.0,47266.0,900,51584.444444444445,52517.77777777778
91,01341,MA,25,830,72794.0,74535.0,830,87703.61445783133,89801.2048192771
92,01342,MA,25,720,57543.0,58619.0,720,79920.83333333333,81415.27777777778
93,01344,MA,25,810,39833.0,40322.0,810,49176.543209876545,49780.24691358025
94,01346,MA,25,180,10840.0,11003.0,180,60222.22222222222,61127.77777777778
95,01349,MA,25,410,19151.0,19343.0,410,46709.756097560974,47178.04878048781
96,01351,MA,25,1300,80099.0,81441.0,1300,61614.61538461538,62646.92307692307
97,01354,MA,25,810,50287.0,51171.0,810,62082.71604938272,63174.07407407408
98,01355,MA,25,480,28823.0,29339.0,480,60047.916666666664,61122.91666666667
99,01360,MA,25,1480,91631.0,93152.0,1480,61912.83783783783,62940.54054054054
100,01364,MA,25,3510,162975.0,164643.0,3510,46431.62393162393,46906.8376068376
101,01366,MA,25,610,46220.0,47166.0,610,75770.49180327868,77321.31147540985
102,01367,MA,25,230,11698.0,11845.0,230,50860.86956521739,51500.0
103,01368,MA,25,570,35685.0,36261.0,570,62605.26315789474,63615.789473684206
104,01370,MA,25,2060,122348.0,125395.0,2060,59392.23300970874,60871.35922330097
105,01373,MA,25,2370,189759.0,193018.0,2370,80067.08860759494,81442.194092827
106,01375,MA,25,1740,110503.0,112339.0,1740,63507.471264367814,64562.64367816092
107,01376,MA,25,2510,108688.0,109898.0,2510,43301.992031872505,43784.06374501992
108,01378,MA,25,370,19442.0,19690.0,370,52545.94594594595,53216.21621621622
109,01379,MA,25,400,18140.0,18363.0,400,45350.0,45907.5
110,01420,MA,25,19110,886097.0,894195.0,19110,46368.23652537938,46791.99372056515
111,01430,MA,25,3100,244053.0,246750.0,3100,78726.7741935484,79596.77419354838
112,01431,MA,25,1590,115108.0,116866.0,1590,72394.96855345913,73500.6289308176
113,01432,MA,25,4210,299598.0,303142.0,4210,71163.42042755344,72005.22565320665
114,01434,MA,25,240,19109.0,19259.0,240,79620.83333333334,80245.83333333334
115,01436,MA,25,1450,75160.0,75881.0,1450,51834.48275862069,52331.724137931036
116,01440,MA,25,9600,473360.0,477414.0,9600,49308.33333333333,49730.625
117,01450,MA,25,5360,848476.0,860830.0,5360,158297.76119402985,160602.61194029852
118,01451,MA,25,2490,446354.0,453875.0,2490,179258.63453815263,182279.11646586348
119,01452,MA,25,2240,163110.0,165352.0,2240,72816.96428571429,73817.85714285713
120,01453,MA,25,21690,1273993.0,1288794.0,21690,58736.42231443061,59418.81051175657
121,01460,MA,25,4900,578378.0,585672.0,4900,118036.32653061225,119524.89795918367
122,01462,MA,25,5820,475073.0,482020.0,5820,81627.66323024055,82821.3058419244
123,01463,MA,25,5930,473435.0,479477.0,5930,79837.2681281619,80856.15514333895
124,01464,MA,25,3130,233987.0,236493.0,3130,74756.23003194889,75556.86900958465
125,01468,MA,25,2180,139341.0,140583.0,2180,63917.88990825688,64487.61467889908
126,01469,MA,25,3620,263142.0,266035.0,3620,72691.16022099448,73490.33149171271
127,01473,MA,25,4160,328934.0,334057.0,4160,79070.67307692308,80302.16346153845
128,01474,MA,25,1070,78173.0,79169.0,1070,73058.87850467289,73989.71962616823
129,01475,MA,25,4770,254828.0,257127.0,4770,53423.0607966457,53905.03144654088
130,01501,MA,25,8810,621057.0,627439.0,8810,70494.55164585699,71218.95573212259
131,01503,MA,25,1670,171743.0,174488.0,1670,102840.11976047904,104483.83233532934
132,01504,MA,25,4700,310816.0,313914.0,4700,66131.06382978724,66790.21276595745
133,01505,MA,25,2440,278988.0,283069.0,2440,114339.34426229508,116011.88524590163
134,01506,MA,25,1680,103114.0,104000.0,1680,61377.380952380954,61904.76190476191
135,01507,MA,25,6420,510179.0,515944.0,6420,79467.13395638629,80365.10903426792
136,01510,MA,25,7860,467985.0,472492.0,7860,59540.076335877864,60113.48600508906
137,01515,MA,25,1160,75907.0,76883.0,1160,65437.06896551724,66278.44827586207
138,01516,MA,25,4380,347979.0,352057.0,4380,79447.2602739726,80378.3105022831
139,01518,MA,25,1520,160432.0,162581.0,1520,105547.36842105264,106961.1842105263
140,01519,MA,25,3660,417982.0,423474.0,3660,114202.73224043715,115703.27868852459
141,01520,MA,25,7950,762878.0,772710.0,7950,95959.49685534592,97196.22641509434
142,01521,MA,25,1250,91444.0,92744.0,1250,73155.2,74195.2
143,01522,MA,25,1800,149564.0,151659.0,1800,83091.11111111111,84255.0
144,01523,MA,25,3160,304190.0,308771.0,3160,96262.65822784811,97712.3417721519
145,01524,MA,25,3380,224242.0,226585.0,3380,66343.78698224852,67036.98224852071
146,01527,MA,25,7160,501811.0,506789.0,7160,70085.33519553073,70780.58659217876
147,01529,MA,25,1620,107175.0,108077.0,1620,66157.4074074074,66714.1975308642
148,01531,MA,25,500,33778.0,34071.0,500,67556.0,68142.0
149,01532,MA,25,7880,1002786.0,1018337.0,7880,127257.10659898477,129230.58375634516
150,01534,MA,25,3040,251637.0,254737.0,3040,82775.32894736843,83795.06578947368
151,01535,MA,25,2340,139800.0,141272.0,2340,59743.58974358974,60372.64957264957
152,01536,MA,25,3650,363649.0,367862.0,3650,99629.86301369862,100784.1095890411
153,01537,MA,25,1250,75030.0,75812.0,1250,60024.0,60649.6
154,01540,MA,25,5820,368596.0,372082.0,5820,63332.646048109964,63931.61512027491
155,01541,MA,25,1820,201857.0,205518.0,1820,110910.43956043955,112921.97802197802
156,01542,MA,25,1150,75848.0,76567.0,1150,65954.78260869565,66580.0
157,01543,MA,25,4240,342104.0,345811.0,4240,80684.90566037735,81559.19811320755
158,01545,MA,25,18210,2109885.0,2142239.0,18210,115864.08566721581,117640.80175727622
159,01550,MA,25,8450,374272.0,377850.0,8450,44292.54437869822,44715.97633136095
160,01560,MA,25,2260,194325.0,196263.0,2260,85984.51327433628,86842.0353982301
161,01562,MA,25,5920,364084.0,367877.0,5920,61500.67567567567,62141.38513513514
162,01564,MA,25,4190,392677.0,398421.0,4190,93717.66109785203,95088.54415274464
163,01566,MA,25,3480,315416.0,318920.0,3480,90636.7816091954,91643.67816091953
164,01568,MA,25,3880,448535.0,454621.0,3880,115601.80412371135,117170.36082474228
165,01569,MA,25,7010,534469.0,540648.0,7010,76243.79457917261,77125.24964336661
166,01570,MA,25,8900,498797.0,503470.0,8900,56044.606741573036,56569.66292134832
167,01571,MA,25,5620,354266.0,357611.0,5620,63036.65480427046,63631.850533807825
168,01581,MA,25,9750,1255654.0,1272131.0,9750,128785.02564102564,130474.97435897434
169,01583,MA,25,3840,307982.0,312320.0,3840,80203.64583333334,81333.33333333333
170,01585,MA,25,2150,146747.0,148518.0,2150,68254.41860465116,69078.13953488372
171,01588,MA,25,5100,348275.0,352689.0,5100,68289.21568627452,69154.70588235294
172,01590,MA,25,4620,491076.0,498255.0,4620,106293.5064935065,107847.40259740259
173,01602,MA,25,11420,697156.0,705650.0,11420,61046.93520140105,61790.718038528896
174,01603,MA,25,9640,405239.0,408782.0,9640,42037.24066390041,42404.77178423237
175,01604,MA,25,18210,872874.0,881357.0,18210,47933.7726523888,48399.615595826464
176,01605,MA,25,12210,551460.0,556283.0,12210,45164.619164619166,45559.62325962326
177,01606,MA,25,10730,654267.0,660666.0,10730,60975.48928238584,61571.854613233925
178,01607,MA,25,4320,185826.0,187383.0,4320,43015.277777777774,43375.69444444444
179,01608,MA,25,1800,81646.0,82413.0,1800,45358.88888888889,45785.0
180,01609,MA,25,7550,597724.0,606902.0,7550,79168.7417218543,80384.37086092714
181,01610,MA,25,9180,283145.0,285158.0,9180,30843.68191721133,31062.962962962964
182,01611,MA,25,1170,62828.0,63393.0,1170,53699.1452991453,54182.05128205128
183,01612,MA,25,2340,218489.0,221800.0,2340,93371.36752136752,94786.32478632478
184,01701,MA,25,16920,1712735.0,1734981.0,16920,101225.47281323877,102540.24822695035
185,01702,MA,25,15920,945994.0,958947.0,15920,59421.73366834171,60235.36432160804
186,01718,MA,25,330,32868.0,33238.0,330,99600.0,100721.21212121211
187,01719,MA,25,2800,383723.0,388307.0,2800,137043.92857142858,138681.07142857145
188,01720,MA,25,10560,1600167.0,1622007.0,10560,151530.96590909088,153599.14772727274
189,01721,MA,25,9260,939088.0,951569.0,9260,101413.3909287257,102761.23110151188
190,01730,MA,25,6940,1034990.0,1051312.0,6940,149134.00576368874,151485.87896253602
191,01731,MA,25,790,54327.0,54786.0,790,68768.35443037974,69349.3670886076
192,01740,MA,25,2550,428666.0,435818.0,2550,168104.31372549018,170909.01960784313
193,01741,MA,25,2500,658879.0,670455.0,2500,263551.60000000003,268182.0
194,01742,MA,25,8800,2805497.0,2856247.0,8800,318806.47727272724,324573.52272727276
195,01745,MA,25,260,25374.0,25578.0,260,97592.3076923077,98376.92307692308
196,01746,MA,25,7070,942989.0,956377.0,7070,133378.92503536068,135272.56011315418
197,01747,MA,25,3080,261215.0,264445.0,3080,84810.06493506493,85858.76623376623
198,01748,MA,25,8170,1514467.0,1540026.0,8170,185369.27784577725,188497.67441860464
199,01749,MA,25,10520,823735.0,835345.0,10520,78301.8060836502,79405.41825095058
200,01752,MA,25,20620,1532607.0,1550837.0,20620,74326.23666343356,75210.32977691562
201,01754,MA,25,5530,448234.0,454542.0,5530,81054.97287522604,82195.66003616636
202,01756,MA,25,3190,377307.0,381463.0,3190,118278.05642633229,119580.87774294672
203,01757,MA,25,14430,1030460.0,1042090.0,14430,71410.94941094941,72216.90921690922
204,01760,MA,25,17900,2246564.0,2283075.0,17900,125506.3687150838,127546.08938547486
205,01770,MA,25,2060,909984.0,935030.0,2060,441739.8058252427,453898.0582524272
206,01772,MA,25,4820,1206107.0,1225028.0,4820,250229.66804979253,254155.1867219917
207,01773,MA,25,2930,1035843.0,1051666.0,2930,353530.0341296928,358930.3754266211
208,01775,MA,25,3520,505275.0,515092.0,3520,143544.0340909091,146332.95454545456
209,01776,MA,25,8380,2230052.0,2263844.0,8380,266115.9904534606,270148.44868735084
210,01778,MA,25,6880,2106991.0,2137487.0,6880,306248.6918604651,310681.25
211,01801,MA,25,21840,1709424.0,1728546.0,21840,78270.32967032968,79145.87912087912
212,01803,MA,25,13420,1349599.0,1363956.0,13420,100566.24441132638,101636.0655737705
213,01810,MA,25,16490,3077683.0,3124959.0,16490,186639.35718617344,189506.30685263796
214,01821,MA,25,16740,1303191.0,1317051.0,16740,77848.9247311828,78676.8817204301
215,01824,MA,25,13460,1696352.0,1712830.0,13460,126029.12332838039,127253.34323922734
216,01826,MA,25,17060,1198446.0,1210601.0,17060,70248.88628370457,70961.3716295428
217,01827,MA,25,1680,211136.0,214838.0,1680,125676.19047619047,127879.76190476191
218,01830,MA,25,12960,757396.0,766009.0,12960,58441.04938271605,59105.63271604938
219,01832,MA,25,12360,697299.0,704474.0,12360,56415.77669902912,56996.2783171521
220,01833,MA,25,4220,456074.0,463014.0,4220,108074.4075829384,109718.95734597156
221,01834,MA,25,3480,295774.0,300156.0,3480,84992.52873563218,86251.72413793103
222,01835,MA,25,7640,536268.0,543427.0,7640,70192.14659685864,71129.1884816754
223,01840,MA,25,2590,74475.0,74938.0,2590,28754.826254826257,28933.590733590732
224,01841,MA,25,24930,748222.0,753029.0,24930,30012.916165262737,30205.736060970718
225,01843,MA,25,13670,526013.0,529645.0,13670,38479.37088514996,38745.062179956105
226,01844,MA,25,26920,1669796.0,1687914.0,26920,62028.08320950966,62701.11441307578
227,01845,MA,25,14690,1908621.0,1939617.0,14690,129926.54867256638,132036.55547991832
228,01850,MA,25,7690,319536.0,321879.0,7690,41552.14564369311,41856.827048114435
229,01851,MA,25,15810,732353.0,737861.0,15810,46322.13788741303,46670.52498418722
230,01852,MA,25,17420,952780.0,961161.0,17420,54694.603903559124,55175.71756601607
231,01854,MA,25,11600,531227.0,535582.0,11600,45795.43103448276,46170.86206896552
232,01860,MA,25,3530,279774.0,283125.0,3530,79256.09065155807,80205.38243626062
233,01862,MA,25,5170,416312.0,420857.0,5170,80524.56479690522,81403.67504835589
234,01863,MA,25,4870,387111.0,391484.0,4870,79488.91170431212,80386.85831622175
235,01864,MA,25,7950,1006917.0,1023220.0,7950,126656.22641509434,128706.91823899372
236,01867,MA,25,12780,1647950.0,1670912.0,12780,128947.5743348983,130744.28794992175
237,01876,MA,25,16590,1350682.0,1364855.0,16590,81415.4309825196,82269.7408077155
238,01879,MA,25,6390,583679.0,589834.0,6390,91342.56651017215,92305.7902973396
239,01880,MA,25,14130,1379464.0,1397245.0,14130,97626.61004953999,98884.99646142957
240,01886,MA,25,11590,1607074.0,1627810.0,11590,138660.39689387404,140449.5254529767
241,01887,MA,25,12150,1124302.0,1137564.0,12150,92535.1440329218,93626.66666666667
242,01890,MA,25,10410,2594722.0,2638161.0,10410,249252.83381364073,253425.6484149856
243,01901,MA,25,950,35737.0,36032.0,950,37617.89473684211,37928.42105263158
244,01902,MA,25,22300,897124.0,904087.0,22300,40229.775784753365,40542.01793721973
245,01904,MA,25,10590,654219.0,659724.0,10590,61777.05382436261,62296.883852691215
246,01905,MA,25,13000,560394.0,564096.0,13000,43107.230769230766,43392.0
247,01906,MA,25,14970,1080154.0,1092051.0,14970,72154.57581830327,72949.29859719439
248,01907,MA,25,7560,1232199.0,1252853.0,7560,162989.28571428574,165721.2962962963
249,01908,MA,25,1920,227225.0,231450.0,1920,118346.35416666667,120546.875
250,01913,MA,25,8860,726089.0,736711.0,8860,81951.35440180587,83150.22573363432
251,01915,MA,25,20340,1876066.0,1905593.0,20340,92235.29990167158,93686.9714847591
252,01921,MA,25,3910,891731.0,908795.0,3910,228064.19437340152,232428.38874680307
253,01922,MA,25,1680,189224.0,193015.0,1680,112633.33333333334,114889.88095238095
254,01923,MA,25,14890,1283550.0,1303136.0,14890,86202.14909335124,87517.52854264608
255,01929,MA,25,1840,235960.0,241255.0,1840,128239.1304347826,131116.84782608697
256,01930,MA,25,15330,1228457.0,1251377.0,15330,80134.18134377038,81629.28897586431
257,01938,MA,25,7390,783561.0,799909.0,7390,106029.9052774019,108242.08389715833
258,01940,MA,25,6550,1053145.0,1076652.0,6550,160785.4961832061,164374.35114503815
259,01944,MA,25,2670,813799.0,827835.0,2670,304793.63295880146,310050.56179775286
260,01945,MA,25,10440,1932002.0,1968462.0,10440,185057.66283524904,188550.0
261,01949,MA,25,4480,557383.0,567967.0,4480,124415.84821428571,126778.34821428571
262,01950,MA,25,9540,1192714.0,1214772.0,9540,125022.4318658281,127334.59119496855
263,01951,MA,25,1900,301107.0,308362.0,1900,158477.36842105264,162295.7894736842
264,01952,MA,25,4750,309749.0,314831.0,4750,65210.31578947368,66280.21052631579
265,01960,MA,25,28400,1938364.0,1958297.0,28400,68252.25352112677,68954.11971830986
266,01966,MA,25,3850,385904.0,394014.0,3850,100234.80519480519,102341.2987012987
267,01969,MA,25,3150,316907.0,322013.0,3150,100605.39682539682,102226.34920634922
268,01970,MA,25,22680,1442821.0,1462438.0,22680,63616.44620811287,64481.39329805997
269,01982,MA,25,3470,553677.0,563372.0,3470,159561.09510086454,162355.0432276657
270,01983,MA,25,3110,520271.0,529631.0,3110,167289.71061093247,170299.3569131833
271,01984,MA,25,1850,367924.0,375477.0,1850,198877.83783783784,202960.54054054053
272,01985,MA,25,2270,334967.0,340581.0,2270,147562.55506607928,150035.68281938325
273,02019,MA,25,8760,638503.0,645128.0,8760,72888.47031963471,73644.74885844749
274,02021,MA,25,12000,1554521.0,1576824.0,12000,129543.41666666667,131402.0
275,02025,MA,25,3940,1123054.0,1144984.0,3940,285039.0862944162,290605.076142132
276,02026,MA,25,13310,1724755.0,1750579.0,13310,129583.39594290007,131523.5912847483
277,02030,MA,25,2840,1491035.0,1510584.0,2840,525012.323943662,531895.7746478873
278,02032,MA,25,2320,271098.0,274030.0,2320,116852.58620689655,118116.37931034483
279,02035,MA,25,9470,1050975.0,1065249.0,9470,110979.40865892293,112486.69482576557
280,02038,MA,25,16370,1740219.0,1763000.0,16370,106305.37568723274,107697.00671960904
281,02043,MA,25,11340,2975555.0,3023728.0,11340,262394.6208112875,266642.6807760141
282,02045,MA,25,5710,487009.0,495346.0,5710,85290.54290718038,86750.61295971979
283,02048,MA,25,12370,1239089.0,1253320.0,12370,100168.87631366208,101319.32093775262
284,02050,MA,25,12190,1191052.0,1209768.0,12190,97707.30106644791,99242.65791632485
285,02052,MA,25,6090,1291212.0,1316317.0,6090,212021.6748768473,216144.0065681445
286,02053,MA,25,6660,735923.0,744791.0,6660,110498.94894894895,111830.48048048047
287,02054,MA,25,4320,383933.0,389279.0,4320,88873.37962962962,90110.87962962964
288,02056,MA,25,4850,673727.0,684103.0,4850,138912.78350515463,141052.1649484536
289,02061,MA,25,5430,1036031.0,1055904.0,5430,190797.605893186,194457.4585635359
290,02062,MA,25,15930,1396998.0,1410805.0,15930,87696.04519774012,88562.77463904583
291,02066,MA,25,9170,1286029.0,1309348.0,9170,140243.07524536533,142786.04143947654
292,02067,MA,25,8240,1306612.0,1332961.0,8240,158569.41747572817,161767.11165048546
293,02071,MA,25,480,52362.0,52851.0,480,109087.5,110106.25
294,02072,MA,25,15030,1018592.0,1030468.0,15030,67770.59214903526,68560.74517631404
295,02081,MA,25,9930,1143937.0,1161048.0,9930,115200.10070493454,116923.26283987916
296,02090,MA,25,7710,1944818.0,1969082.0,7710,252246.17380025942,255393.25551232166
297,02093,MA,25,5770,739176.0,749550.0,5770,128106.75909878683,129904.67937608318
298,02108,MA,25,2660,1858026.0,1876418.0,2660,698506.015037594,705420.3007518797
299,02109,MA,25,2780,1135320.0,1146893.0,2780,408388.4892086331,412551.43884892086
300,02110,MA,25,2340,1972534.0,1997604.0,2340,842963.2478632479,853676.9230769231
301,02111,MA,25,3680,822404.0,832233.0,3680,223479.34782608695,226150.27173913043
302,02113,MA,25,4350,383783.0,389111.0,4350,88225.97701149425,89450.80459770115
303,02114,MA,25,7880,1372753.0,1390137.0,7880,174207.23350253806,176413.32487309646
304,02115,MA,25,7900,1193366.0,1206726.0,7900,151058.98734177212,152750.1265822785
305,02116,MA,25,10780,6424753.0,6485904.0,10780,595988.2189239332,601660.853432282
306,02118,MA,25,14350,2593056.0,2627093.0,14350,180700.76655052265,183072.68292682926
307,02119,MA,25,13850,537325.0,541622.0,13850,38796.028880866426,39106.28158844765
308,02120,MA,25,5400,208765.0,210829.0,5400,38660.18518518518,39042.40740740741
309,02121,MA,25,13360,446635.0,449301.0,13360,33430.76347305389,33630.31437125748
310,02122,MA,25,12520,641939.0,647453.0,12520,51273.08306709265,51713.49840255592
311,02124,MA,25,25640,1203124.0,1213038.0,25640,46923.71294851794,47310.3744149766
312,02125,MA,25,17520,902149.0,911007.0,17520,51492.52283105023,51998.11643835616
313,02126,MA,25,12420,504500.0,507301.0,12420,40619.96779388084,40845.49114331723
314,02127,MA,25,21930,2169622.0,2192626.0,21930,98933.97172822617,99982.9457364341
315,02128,MA,25,20860,1037262.0,1046879.0,20860,49724.92809204218,50185.953978907004
316,02129,MA,25,10060,1437028.0,1458501.0,10060,142845.72564612326,144980.21868787275
317,02130,MA,25,20490,1828702.0,1857911.0,20490,89248.51146900927,90674.03611517814
318,02131,MA,25,16460,1067192.0,1079592.0,16460,64835.479951397334,65588.82138517618
319,02132,MA,25,14220,1366792.0,1385031.0,14220,96117.58087201124,97400.21097046413
320,02134,MA,25,10650,537624.0,545783.0,10650,50481.12676056338,51247.23004694836
321,02135,MA,25,23600,1426053.0,1447808.0,23600,60425.97457627119,61347.79661016949
322,02136,MA,25,18810,960263.0,967164.0,18810,51050.66454013822,51417.54385964912
323,02138,MA,25,15150,3034655.0,3077915.0,15150,200307.2607260726,203162.70627062707
324,02139,MA,25,19160,1820947.0,1847528.0,19160,95038.98747390397,96426.30480167014
325,02140,MA,25,10830,1199502.0,1218388.0,10830,110757.3407202216,112501.20036934441
326,02141,MA,25,7380,674158.0,682153.0,7380,91349.32249322493,92432.65582655826
327,02142,MA,25,1770,301644.0,305189.0,1770,170420.33898305084,172423.1638418079
328,02143,MA,25,15450,1206555.0,1221981.0,15450,78094.17475728155,79092.6213592233
329,02144,MA,25,14550,1283056.0,1300794.0,14550,88182.54295532645,89401.64948453609
330,02145,MA,25,14830,934293.0,945071.0,14830,63000.20229265003,63726.97235333783
331,02148,MA,25,32790,1768849.0,1786732.0,32790,53944.769746874044,54490.1494358036
332,02149,MA,25,22440,1036286.0,1045708.0,22440,46180.30303030303,46600.17825311943
